timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size
2026-08-04 11:30:00+05:30,1.25,1.25,1.14,1.25,19695,2858895,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:35:00+05:30,1.25,1.25,1.1,1.1,28990,2876510,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:40:00+05:30,1.1,1.2,1.1,1.14,14885,2879695,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:45:00+05:30,1.14,1.14,1.1,1.1,38805,2866890,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:50:00+05:30,1.14,1.14,1.1,1.14,15405,2871700,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 11:55:00+05:30,1.2,1.2,1.1,1.1,23400,2862145,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:00:00+05:30,1.1,1.2,1.1,1.14,58500,2865460,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:05:00+05:30,1.14,1.2,1.14,1.14,16315,2863445,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:10:00+05:30,1.14,1.2,1.14,1.2,37180,2855125,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:15:00+05:30,1.2,1.25,1.14,1.2,35945,2858050,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
